file	text	duration	rms
no_019_vraketblefunnetmedhj.wav	vraket ble funnet med hjelp av sjøbunnskartlegging og rov	5.340	0.06576
no_020_gjennomebaysinhistor.wav	gjennom ebay sin historie er det den største anskaffelsen	4.560	0.08938
no_021_detblerapportertmørk.wav	det ble rapportert mørke skyer ved foten av fjellet uten tilknytning til vulkansk aktivitet	6.480	0.06690
no_022_førstmålysbryterensl.wav	først må lysbryteren slås av eller støpselet må trekkes ut av kontakten	5.640	0.06725
no_023_ligginsgikkisinfarsf.wav	liggins gikk i sin fars fotspor og valgte en medisinkarriere	5.100	0.10566
no_024_abughraib-fengseleti.wav	abu ghraib-fengselet i irak er blitt satt i fyr under et opprør	5.760	0.09050
no_025_dommerenfortalteblak.wav	dommeren fortalte blake at det var «omtrent uunngåelig» at han kom til å bli sendt i fengsel	5.880	0.10749
no_026_detteerlikeslitsomts.wav	dette er like slitsomt som om du skulle våkne hvert tjuende eller trettiende minutt og se på tv	6.600	0.12463
no_027_dissenettsideneharfå.wav	disse nettsidene har fått svært mye oppmerksomhet og da særlig i utdannelsesmiljøet	5.280	0.11085
no_028_ikkeallevarlikestøtt.wav	ikke alle var like støttende til inkluderingen av kvinner	6.360	0.02746
no_029_onsdagettermiddaglak.wav	onsdag ettermiddag lakk tankventilene fortsatt fra varmeutvidelse inne i tanken	5.940	0.06634
no_030_pågrunnavvarmenpådag.wav	på grunn av varmen på dagen kan reisende oppleve luftspeil som gir en illusjon av vann eller andre ting	7.260	0.09278
no_031_schneidervarvitnefra.wav	schneider var vitne fra landet sitt gjennom en videokobling fra en usaf-base	6.120	0.07233
no_032_isluttenav2017dukket.wav	i slutten av 2017 dukket siminoff opp på qvc som er en tv-kanal for shopping	6.480	0.05212
no_033_sjekkhvilketureragen.wav	sjekk hvilke turer agenten anbefaler enten på nettsiden eller i butikkvinduet	7.080	0.02248
no_034_tilogmeddevarmesteør.wav	til og med de varmeste ørkener kan bli veldig kalde om natten uten varme klær er det en reell risiko for hypotermi	7.980	0.08340
no_035_hunsa:«deteringenkun.wav	hun sa: «det er ingen kunnskap om et nært forestående angrep	4.560	0.08926
no_036_turistsesongenforhøy.wav	turistsesongen for høydestasjonene er som regel på topp under den indiske sommeren	5.400	0.14204
no_037_enfunksjonærfragasse.wav	en funksjonær fra gasselskapet var på området etter at en nabo ringte angående en gasslekkasje	6.540	0.08592
no_038_veilederneerkunkorte.wav	veilederne er kun korte oppsummeringer av den politiske situasjonen i et land	7.440	0.02621
no_039_dettegjøresforåsikre.wav	dette gjøres for å sikre at bildet dekker hele skjermen også kalt overskanning	4.560	0.17746
no_040_deflesteinsekterdrar.wav	de fleste insekter drar nytte av at de kan brette vingene sine bakover langs kroppen	6.000	0.08477
no_041_dyrleverpåtversoverp.wav	dyr lever på tvers over planeten vår de graver seg ned i bakken svømmer i havet og flyr i himmelen	7.020	0.13693
no_042_northernrockhaddenød.wav	northern rock hadde nødvendig støtte på grunn av sin eksponering under subprime-krisen i 2007	6.120	0.08767
no_043_deerkaldereenndenove.wav	de er kaldere enn den overflaten som ligger rundt i løpet av dagen og varmere på natten	7.800	0.08730
no_044_metroplusermerbehage.wav	metroplus er mer behagelig og mindre folksomt det er litt mer kostbart men likevel rimeligere enn vanlige metrobilletter i europa	7.260	0.08468
no_045_nervesystemetbeholde.wav	nervesystemet beholder homeostase med nerveimpulser som sendes rundt i kroppen for å holde blodstrømmen i gang uten forstyrrelser	7.440	0.09901
no_046_dødstalleneerminst15.wav	dødstallene er minst 15 et tall som er forventet å stige	6.000	0.11071
no_047_mendetboddealleredee.wav	men det bodde allerede eskimo-stammer der den gang uavhengig av hans oppdagelse	7.920	0.02884
no_048_denmestvanligstegrun.wav	den mest vanligste grunnen til ulykker på vinterstid er glatte veier fortau og spesielt trappetrinn	6.300	0.11973
no_049_avstemmingenmåfortsa.wav	avstemmingen må fortsatt ratifiseres av fullstendig ioc ved oktober-møtet i københavn	7.860	0.06827
no_050_ministerietsvarteved.wav	ministeriet svarte ved å kalle apples utsettelse av rapporten «veldig beklagelig»	7.920	0.03166
no_051_demåviseforsikringss.wav	de må vise forsikringsselskapet e-postadresse og internasjonale telefonnummer for råd/godkjenning og fremsetning av krav	7.920	0.07229
no_052_hvergangviøvdepådett.wav	hver gang vi øvde på dette så ble jeg rørt fra bunnen av mitt hjerte	4.980	0.08599
no_053_forditelefonsamtaler.wav	fordi telefonsamtaler rutes over internettet behøver du ikke å bruke et telefonselskap som holder til der du bor eller der du reiser	7.200	0.09015
no_054_nadalstillingmotkana.wav	nadal stilling mot kanadieren er 7-2	7.680	0.00796
no_055_forskningviseratkvin.wav	forskning viser at kvinner har dobbelt så stor sjanse for å få ms enn menn	6.240	0.21437
no_056_hanslosegsammenmedde.wav	han slo seg sammen med dem i 1945 og ble med dem til 1958	5.580	0.05485
no_057_ienuttalelsesadeogså.wav	i en uttalelse sa de også: «mannskapet jobber for tiden med å avgjøre hvordan skipet best kan hentes ut på en trygg måte»	7.560	0.12833
no_058_detfinneshaimendeter.wav	det finnes hai men det er uvanlig at de går til angrep på mennesker de fleste haier har frykt for mennesker og vil svømme vekk	7.260	0.07772
no_059_ifølgedenamerikanske.wav	ifølge den amerikanske marinen så etterforsket de også hendelsen	5.460	0.05720
no_060_enkeltebarnvilfortel.wav	enkelte barn vil fortelle deg historien for å få penger	4.320	0.06704
no_061_detbleetablertenunde.wav	det ble etablert en undersøkelse for å undersøke	5.040	0.07301
no_062_interaktivtdesignkre.wav	interaktivt design krever at komponenter i et prosjekt har en forbindelse men at de også gir mening hver for seg	6.720	0.09049
no_063_hvisduskalcampeutend.wav	hvis du skal campe utendørs ta med deg en leirseng eller hengekøye for å unngå slanger skorpioner og den slags	7.380	0.11202
no_064_isbreeneerikkestabil.wav	isbreene er ikke stabile men strømmer ned fjellet dette forårsaker sprekker som kan bli formørket av snøbroer	7.560	0.07506
no_065_deterentradisjonåhol.wav	det er en tradisjon å holde seg våken gjennom påskenatten på et eksponert punkt for å se soloppgangen	7.380	0.08957
no_066_etmoderatjordskjelvr.wav	et moderat jordskjelv rystet vest-montana kl. 22:08 på mandag	7.980	0.05835
no_067_15avdissesteinenetil.wav	15 av disse steinene tilskrives meteorregnet i juli i fjor	6.300	0.07623
no_068_tilstandentilpreside.wav	tilstanden til presidenten er stabil selv om han vil være i hjemmeisolasjon i flere dager	6.000	0.07849
no_069_detvaringenileilighe.wav	det var ingen i leiligheten	7.320	0.09895
no_070_enformelljubileumshe.wav	en formell jubileumshendelse ble planlagt på en senere dato sa embetsmenn	7.860	0.07010
no_071_siktedeernavngittsom.wav	siktede er navngitt som baba kanjar bhutha kanjar rampro kanjar gaza kanjar og vishnu kanjar	7.380	0.10413
no_072_denstørstebyeniisrae.wav	den største byen i israel er jerusalem og det er også landets hovedstad selv om dette ikke er anerkjent av fn og de fleste andre land	7.620	0.08020
no_073_handødeiosakapåtirsd.wav	han døde i osaka på tirsdag	4.980	0.02175
no_074_latviaogslovakiaharb.wav	latvia og slovakia har begge utsatt prosessen med å slutte seg til acta	5.580	0.07502
no_075_blakebleogsådømtforå.wav	blake ble også dømt for å ha forsøkt å villede retten	7.800	0.05369
no_076_måltidethangiblirlag.wav	måltidet hangi blir laget i et varmt hull i bakken	6.180	0.07590
no_077_denertildeltdenameri.wav	den er tildelt den amerikanske marinens sjuende flåte og er basert i sasebo nagasaki i japan	7.860	0.07298
no_078_detrapporteresat9400.wav	det rapporteres at 9400 boliger i regionen er uten vann og ca 100 mangler elektrisitet	7.680	0.07153
no_079_detvarbasertpådettys.wav	det var basert på det tyske alfabetet og karakteren «õ/õ» ble lagt til	7.260	0.02327
no_080_enkeltebarnvilfortel.wav	enkelte barn vil fortelle deg historien for å få penger	7.020	0.05977
no_081_deterikkemuligåkjøpe.wav	det er ikke mulig å kjøpe nye fly på grunn av de internasjonale sanksjonene	6.540	0.03576
no_082_«enavrutenerøktilslu.wav	«en av rutene røk til slutt og de kom seg ut av vinduet» sa overlevende franciszek kowal	6.840	0.08255
no_083_denuforberedtestårka.wav	den uforberedte står kanskje bare overfor kaldt vær som den eneste virkelige trusselen	7.620	0.09724
no_084_mediebedriftenelyver.wav	mediebedriftene lyver konsekvent om formålet med dette og hevder at det er for å «forebygge piratkopiering»	7.440	0.08873
no_085_dagensdatamaskinerbr.wav	dagens datamaskiner brukes til manipulering av bilder og videoer	7.200	0.02200
no_086_fordesomikkeerkjentm.wav	for de som ikke er kjent med den medisinske ordbruken har ordene infeksiøs og kontagiøs ulike betydninger	7.620	0.07215
no_087_determangefranskevin.wav	det er mange franske viner som bør testes men vin fra new zealand og australia kan kanskje reise bedre	7.380	0.08612
no_088_forågienorganisertmi.wav	for å gi en organisert migrantflyt mellom begge landene ble disse kravene utformet	7.560	0.08037
no_089_vraketblefunnetmedhj.wav	vraket ble funnet med hjelp av sjøbunnskartlegging og rov	6.900	0.02560
no_090_bæreforandrealdrilab.wav	bære for andre aldri la bagasjen slippe ut av syne spesielt når du krysser internasjonale grenser	7.380	0.07875
no_091_stigbøylerhengernedp.wav	stigbøyler henger ned på hver side av salen og er støtter for rytteren	6.420	0.08286
no_092_folksomkanlittspansk.wav	folk som kan litt spansk finner raskt ut at portugisisk ligger nær nok til at man ikke trenger å studere det separat	7.560	0.09206
no_093_detfinneshaimendeter.wav	det finnes hai men det er uvanlig at de går til angrep på mennesker de fleste haier har frykt for mennesker og vil svømme vekk	7.020	0.10433
no_094_hsiehargumenterteogs.wav	hsieh argumenterte også for at ma som var veldig fotogen hadde mer stil enn substans	7.020	0.07566
no_095_fotonererendamindree.wav	fotoner er enda mindre enn det som atomer består av	4.140	0.07506
no_096_rockebandetskalværep.wav	rockebandet skal være på turné i usa og canada frem til 16. september	7.080	0.02706
no_097_dettegjøresforåsikre.wav	dette gjøres for å sikre at bildet dekker hele skjermen også kalt overskanning	5.280	0.06514
no_098_hanoppholdtsegpålagh.wav	han oppholdt seg på laghotellet foran en kamp mot bologna som var planlagt søndag	6.660	0.09178
no_099_jegsåenmakaberscened.wav	jeg så en makaber scene der folk forsøkte å knuse vinduer for å komme seg ut men heldigvis skjedde det ikke noe med meg	7.920	0.05499
no_100_densamledetrusselenh.wav	den samlede trusselen har ikke forsvunnet selv om trusselnivået er redusert til alvorlig»	6.480	0.06653
no_101_hvisduharekstrareise.wav	hvis du har ekstra reisetid sjekk for å se hvordan din totale billettpris til afrika er sammenlignet med en verdensomfattende billett	7.860	0.07919
no_102_enavplussidenemedcha.wav	en av plussidene med charlotte i nord-carolina er at det finnes en overflod av gode tilbud for familier	7.920	0.09429
no_103_dettegjørbilligezoom.wav	dette gjør billige zoom-linser vanskelig å bruke i dårlige lysforhold uten blits	7.860	0.03451
no_104_hanskrevomsegselvien.wav	han skrev om seg selv i en bok fra 1998	6.060	0.05549
no_105_ikkeallevarlikestøtt.wav	ikke alle var like støttende til inkluderingen av kvinner	5.760	0.02378
no_106_deflestedyreneiparke.wav	de fleste dyrene i parken er vant til å se mennesker men likevel dyrene er ville og bør ikke gis mat eller forstyrres	7.440	0.08063
no_107_blakebleogsådømtforå.wav	blake ble også dømt for å ha forsøkt å villede retten	6.840	0.02114
no_108_noenerkanskjeikkeeni.wav	noen er kanskje ikke enig men det bryr jeg meg ikke om	6.480	0.05214
no_109_iberlinanslopolitiet.wav	i berlin anslo politiet at det var 6 500 protestanter	4.440	0.09102
no_110_mensdeflestekortkanb.wav	mens de fleste kort kan brukes til å ringe hvor som helst tilbyr noen kort gunstige ringepriser til bestemte land	7.980	0.09688
no_111_deskalimidlertidikke.wav	de skal imidlertid ikke ha forårsaket skade på romfergen	4.380	0.06685
no_112_«jegregnermedåkunnev.wav	«jeg regner med å kunne vende tilbake til alle forpliktelsene mine på mandag» sa arias i en uttalelse	6.240	0.11615
no_113_fruktbakstervanligme.wav	fruktbakst er vanlig med innbakte epler året rundt og kirsebær og plommer har sin entré om sommeren	7.500	0.07139
no_114_flerepersonerverifis.wav	flere personer verifiserte oppdagelsen ved hjelp av ulik maskinvare og programvare i begynnelsen av februar det ble meldt tirsdag	7.800	0.09385
no_115_pånatt-togkanpassene.wav	på natt-tog kan passene samles inn av konduktøren så du slipper å vekkes opp mens du sover	6.720	0.28576
no_116_passasjerenefikkvann.wav	passasjerene fikk vann mens de ventet i 90f-graders varme	6.180	0.09517
no_117_genereltharstudentvi.wav	generelt har studentvisum ulike krav og søknadsprosedyrer fra vanlige turist- eller forretningsvisum	7.320	0.12348
no_118_detstørsteorganetisi.wav	det største organet i sirkulasjonssystemet er riktignok hjertet som pumper blodet	7.440	0.05457
no_119_vinkingerenvennligge.wav	vinking er en vennlig gest som indikerer «hallo» i mange deler av verden	6.000	0.11722
no_120_denneadferdenenderof.wav	denne adferden ender ofte i stridigheter mellom lederne og resten av laget	6.360	0.05869
no_121_mankanblibruktsomtra.wav	man kan bli brukt som transportør av narkotika uten å vite om det noe som vil lage en stor del problemer	7.860	0.10198
no_122_etvandrerhjemfaltsam.wav	et vandrerhjem falt sammen i mekka islams hellige by rundt titiden lokal tid i dag	7.860	0.08405
no_123_eteksempelerbesøkfot.wav	et eksempel er besøk fotografering og læring om orangutanger på borneo	6.060	0.09254
no_124_agnostikerenchambers.wav	agnostikeren chambers hevder søksmålet hans er useriøst og «at alle nå kan saksøke alle»	7.380	0.06129
no_125_dyrharmangecellerdes.wav	dyr har mange celler de spiser ting som fordøyes på innsiden flesteparten av dyr kan bevege seg	6.000	0.07352
no_126_deretterinntokwhirli.wav	deretter inntok whirling dervishes scenen	7.320	0.02632
no_127_determangefranskevin.wav	det er mange franske viner som bør testes men vin fra new zealand og australia kan kanskje reise bedre	6.300	0.10170
no_128_pågrunnavsinsuksessm.wav	på grunn av sin suksess med ubåter under krigen er ikke tyskerne til å stole på til å ha så mange av dem	6.960	0.14083
no_129_enfunksjonærfragasse.wav	en funksjonær fra gasselskapet var på området etter at en nabo ringte angående en gasslekkasje	7.260	0.12608
no_130_hanskrevomsegselvien.wav	han skrev om seg selv i en bok fra 1998	4.380	0.08412
no_131_dengangenblenesten10.wav	den gangen ble nesten 100 beboere evakuert fra stedet	7.980	0.05675
no_132_etterdentidharkinasø.wav	etter den tid har kinas økonomi vokst hele 90 ganger	4.740	0.07791
no_133_pågrunnavdettehardef.wav	på grunn av dette har de flere små steder der de kan gjemme seg for rovdyr	4.740	0.11001
no_134_enturoppmotseatosky-.wav	en tur opp mot sea to sky-korridoren er betydningsfull å få med seg for de som setter pris på aktiviteter utendørs	7.740	0.09702
no_135_blakebleogsådømtforå.wav	blake ble også dømt for å ha forsøkt å villede retten	7.740	0.03859
no_136_bachmannbestemtesegf.wav	bachmann bestemte seg for å avslutte valgkampen sin selv om hun vant ames-halmavstemning i august	6.960	0.09687
no_137_enavplussidenemedcha.wav	en av plussidene med charlotte i nord-carolina er at det finnes en overflod av gode tilbud for familier	7.440	0.11483
no_138_deterikkemuligåkjøpe.wav	det er ikke mulig å kjøpe nye fly på grunn av de internasjonale sanksjonene	5.460	0.07605
no_139_deførsteekteteleskop.wav	de første ekte teleskopene ble skapt i europa sent på 1500-tallet	6.780	0.02771
no_140_dettegjørbilligezoom.wav	dette gjør billige zoom-linser vanskelig å bruke i dårlige lysforhold uten blits	5.340	0.07179
no_141_ansvarettildisseagen.wav	ansvaret til disse agentene er å tilby offentlige- og rettslige tjenester etter artikkel 247 i den pakistanske grunnloven	7.980	0.10018
no_142_detteblirgjortmedenø.wav	dette blir gjort med en ørliten lyspartikkel som heter «foton» sendes ut	5.400	0.08536
no_143_deterogsånyttigågåme.wav	det er også nyttig å gå med ring men ikke en som ser for dyr ut	6.060	0.04462
no_144_detteerspesieltpopul.wav	dette er spesielt populært blant russen slik at de kan ta et friår før universitetet uten å svekke utdanningen sin	7.080	0.08649
no_145_kortsagtbilenergodåh.wav	kort sagt bilen er god å ha for en biltur men er sjelden godt egnet for camping	6.600	0.07259
no_146_minst100personerhadd.wav	minst 100 personer hadde vært på festen for å feire en et års bryllupsdag	6.420	0.08721
no_147_sphinxenersattbådeso.wav	sphinxen er satt både som bakgrunn og som forteller av en lang historie	7.740	0.02473
no_148_såogsinestenallepc-e.wav	så og si nesten alle pc-er som benyttes i dag baseres på manipulering av informasjon som er kodet med binære tall	7.380	0.10822
no_149_atometkanansesforåvæ.wav	atomet kan anses for å være en av de fundamentale byggesteinene i all materie	6.720	0.08351
no_150_reisingtilwaltdisney.wav	reising til walt disney world er en stor valfart for mange amerikanske familier	4.560	0.10172
no_151_vietnameserneinvader.wav	vietnameserne invaderte også kambodsja i løpet av de siste årene av 1700-tallet	5.940	0.13636
no_152_gotiskstilvarpåtoppi.wav	gotisk stil var på topp i perioden mellom 10.–11. århundre og det 14. århundre	5.880	0.07975
no_153_gjennomebaysinhistor.wav	gjennom ebay sin historie er det den største anskaffelsen	7.200	0.07018
no_154_altsåsåkanviforutsih.wav	altså så kan vi forutsi hva andre personer oppfatter har som hensikt tror kjenner til eller ønsker	6.780	0.10395
no_155_påtrossavatdeiteorie.wav	på tross av at de i teorien kan oppstå hvert år så lenge de er i ulike land så skjer ikke det i praksis	6.360	0.06692
no_156_dengangenblenesten10.wav	den gangen ble nesten 100 beboere evakuert fra stedet	6.840	0.02516
no_157_mennenetilstarkplass.wav	mennene til stark plasserte seg langs gjerdet på nordenden av kolonistenes posisjon	7.800	0.02063
no_158_vioppfatteratfosterb.wav	vi oppfatter at fosterbarnsystemet er en sikkerhetssone for disse barna	4.680	0.14131
no_159_klokken08:46påsekund.wav	klokken 08:46 på sekundet det eksakte øyeblikket som det første flyet traff målet sitt falt en stillhet over byen	7.860	0.08391
no_160_etoppstrøkfårvanligv.wav	et oppstrøk får vanligvis frem en mykere lyd mens et nedstrøk er sterkere og mer bestemt	7.320	0.08117
no_161_folksomkanlittspansk.wav	folk som kan litt spansk finner raskt ut at portugisisk ligger nær nok til at man ikke trenger å studere det separat	7.740	0.09053
no_162_selvomdevanligviserp.wav	selv om de vanligvis er privateide har de av og til plass til besøkende statshoder og andre høye embetsmenn	7.140	0.09196
no_163_båtliveteretnasjonal.wav	båtlivet er et nasjonalt tidsfordriv i finland med en båt per 7. eller 8. person	7.740	0.02688
no_164_vioppfatteratfosterb.wav	vi oppfatter at fosterbarnsystemet er en sikkerhetssone for disse barna	6.900	0.02536
no_165_«takktilderesomstøtt.wav	«takk til dere som støttet en fengselsfugl» ble siriporno sitert på en pressekonferanse	6.600	0.08780
no_166_folksloirutenemedsto.wav	folk slo i rutene med stoler men det var umulig å knuse vinduene	4.980	0.10083
no_167_piquetjrbleavskjedig.wav	piquet jr ble avskjediget etter ungarn grand prix i 2009	5.940	0.09561
no_168_nestebildeviseratato.wav	neste bilde viser at atomene avgir fotoner i realiteten er selvsagt fotoner mye mindre enn de er på bildet	7.320	0.11835
no_169_seogsåoppfordennordi.wav	se også opp for den nordiske myggen om sommeren selv om de ikke overfører noen sykdommer kan de være ganske irriterende	7.020	0.08487
no_170_i2014flyddeturkishai.wav	i 2014 flydde turkish airlines til 39 steder i 30 afrikanske land	6.780	0.11791
no_171_etterdentidharkinasø.wav	etter den tid har kinas økonomi vokst hele 90 ganger	3.960	0.14154
no_172_altjegkansitilmennes.wav	alt jeg kan si til mennesker er at dere gir oss lik behandling som vi gir til dere	5.640	0.08530
no_173_maroochydorehaddegjo.wav	maroochydore hadde gjort seg ferdig på toppen 6 poeng foran noosa på 2. plass	7.020	0.09326
no_174_hanbekreftetogsåatha.wav	han bekreftet også at han trodde på den impliserte retten til personvern som roe-vedtaket var tuftet på	7.560	0.08878
no_175_detteernoemanalltidt.wav	dette er noe man alltid trenger å ha i tankene for å unngå skuffelser eller kanskje til og med få en avstand fra lokale måter å gjøre ting på	7.980	0.07128
no_176_genereltharstudentvi.wav	generelt har studentvisum ulike krav og søknadsprosedyrer fra vanlige turist- eller forretningsvisum	6.780	0.06627
no_177_detteblirgjortmedenø.wav	dette blir gjort med en ørliten lyspartikkel som heter «foton» sendes ut	4.800	0.14586
no_178_vikjennertildenseksi.wav	vi kjenner til dens eksistens bare på grunn av hvordan den påvirker universets utvidelse	7.620	0.03817
no_179_antallbrukereavyahoo.wav	antall brukere av yahoo og microsoft-tjenestene kombinert vil slå antall aol-kunder	6.540	0.05432
no_180_førstmålysbryterensl.wav	først må lysbryteren slås av eller støpselet må trekkes ut av kontakten	5.760	0.07806
no_181_vognbanerienglandble.wav	vognbaner i england ble laget så tidlig som 1500-tallet	7.500	0.04468
no_182_hvisduharlysttilåkun.wav	hvis du har lyst til å kunne kaste en boomerang slik at den returnerer til deg bør du passe på at du har en boomerang som egner seg til dette	7.920	0.06583
no_183_denkjemisketilstande.wav	den kjemiske tilstanden forblir den samme selv om dens fysiske tilstand kan endre seg	4.980	0.12994
no_184_detkanværepraktiskåk.wav	det kan være praktisk å kombinere besøket med en båttur til sjøen	7.740	0.04063
no_185_sidenøyeneharsammeti.wav	siden øyene har samme tidssone som hawaii er de ofte tenkt på som «hawaii på motsatt halvkule»	6.660	0.09535
no_186_inntektsskatterstruk.wav	inntektsskatt er strukturert forskjellig i ulike land og skattesatsene og klassene varierer stort fra land til land	7.800	0.06926
no_187_reinsdyrholderetvikt.wav	reinsdyrhold er et viktig levebrød blant samene og også viktig for handelskulturen for mange med andre yrker	7.680	0.09392
no_188_rettssakenbleavslutt.wav	rettssaken ble avsluttet den 3. august og fant sted ved birmingham crown court	5.580	0.08820
no_189_detgjørateleverfårmu.wav	det gjør at elever får mulighet til å arbeide i sitt eget tempo og styre tempoet på instruksjonsinformasjonen	7.980	0.09164
no_190_detervanligmedbøkero.wav	det er vanlig med bøker og magasiner som handler om villmarksoverlevelse men publikasjoner som handler om krigssoner er det få av	7.920	0.09996
no_191_andreskalangiveligha.wav	andre skal angivelig ha blitt oppfostret av dyr noen sies å ha levd i naturen på egenhånd	7.200	0.10806
no_192_ringinngikkogsåforli.wav	ring inngikk også forlik med et konkurrerende sikkerhetsselskap adt-konsernet	7.320	0.06839
no_193_etoppstrøkfårvanligv.wav	et oppstrøk får vanligvis frem en mykere lyd mens et nedstrøk er sterkere og mer bestemt	7.320	0.07493
no_194_deflestedyreneiparke.wav	de fleste dyrene i parken er vant til å se mennesker men likevel dyrene er ville og bør ikke gis mat eller forstyrres	6.720	0.08223
no_195_folkkanblipåvirketav.wav	folk kan bli påvirket av å puste inn påvirket vann inntatt fra luften gjennom vind og bølger	7.020	0.07707
no_196_«jegregnermedåkunnev.wav	«jeg regner med å kunne vende tilbake til alle forpliktelsene mine på mandag» sa arias i en uttalelse	6.600	0.08445
no_197_beggegruppenetreffes.wav	begge gruppene treffes etter hvert i den store semifinalen der noosa overkjørte vinnere med 11 poeng	7.440	0.07025
no_198_foråfåekstralydpåett.wav	for å få ekstra lyd på et trekkspill kan du bruke belgen med mer trykk eller fart	6.180	0.07568
no_199_påavsidesliggendeste.wav	på avsidesliggende steder med mangel på mobildekning kan satellittelefoner være ditt eneste alternativ	7.920	0.26857
