file	text	duration	rms
ar_080_أثناءزيارةالأديرةيُط.wav	أثناء زيارة الأديرة يُطلب من النساء ارتداء التنانير التي تغطي الركبتين وتغطية أكتافهن أيضاً	7.800	0.04423
ar_081_ساعدتالطبيعةالعسكرية.wav	ساعدت الطبيعة العسكرية للإمبراطورية الرومانية في تطوير التقدم الطبي	4.140	0.02003
ar_082_كماتؤكّدالحكومةالأير.wav	كما تؤكّد الحكومة الأيرلندية على الضرورة الملحّة لتشريعٍ برلمانيٍ لتصحيح الوضع	7.500	0.02369
ar_083_لقدفُقدقبلحواليعشردق.wav	لقد فُقد قبل حوالي عشر دقائق من موعد وصوله إلى الأرض عند اقترابه الثاني	5.640	0.08706
ar_084_قالتالبحريةالأمريكية.wav	قالت البحرية الأمريكية أيضًا أنها تُحَقق في الحادثِ	5.580	0.02508
ar_085_فيحالكنتمسافرًاإلىدو.wav	في حال كنت مسافرًا إلى دولة نامية لأول مرة أو في مكان جديد من العالم فلا تقلل من شأن الصدمة الثقافية المحتملة	7.500	0.04423
ar_086_فقطآثارالكارثةولميكن.wav	فقط آثار الكارثة ولم يكن الاكتئاب والخوف شرطًا في جلسات نشاط بدني منتظمة أسبوعياً	7.620	0.02304
ar_087_إذاأوذيتبينماتحاولتق.wav	إذا أوذيت بينما تحاول تقديم المساعدة فقد تساعد فقط على جعل الأمور أسوء	6.120	0.03700
ar_088_كانتحربالخلافةالإسبا.wav	كانت حرب الخلافة الإسبانية هي الحرب الأولى التي كانت قضيتها المركزية هي ميزان القوى	7.560	0.03813
ar_089_وبالوقتأيضًانقارنمدة.wav	وبالوقت أيضًا نقارن مدة طول الأحداث	5.100	0.03391
ar_090_منالنادرأنترىعائلاتل.wav	من النادر أن ترى عائلات لديهم أطفال لكن تسمح بعض نُزل الشباب بهم في الغرف الخاصة	6.540	0.06429
ar_091_نُقلالمصورإلىمركزرون.wav	نُقل المصور إلى مركز رونالد ريجان الطبي بجامعة كاليفورنيا حيث وافته المنية لاحقاً	7.920	0.04959
ar_092_تمالتعرفعلىهويةالطيا.wav	تم التعرف على هوية الطيار وهي ديلوكريت باتافي قائد سرب الطائرات	7.800	0.03961
ar_093_وكلمنيخططلزيارةدولةق.wav	وكل من يخطط لزيارة دولة قد تعتبر منطقة حرب فلابد وأن يحصل على تدريب مهني	7.440	0.12034
ar_094_اشتبهالعلماءفيكونقمر.wav	اشتبه العلماء في كون قمر زحل إنسيلادوس نشط جيولوجياً ومصدر محتمل لحلقة الإي الجليدية لزحل	7.860	0.03650
ar_095_علىالرغممنأنوينفريكا.wav	على الرغم من أن وينفري كانت متأثرةً في وداعها إلا أنها أوضحت لجمهورها أنها ستعود	6.600	0.03848
ar_096_ومنذذلكالوقتسجّلحجما.wav	ومنذ ذلك الوقت سجّل حجم الاقتصاد الصيني نمواً بلغ 90 مرة	6.720	0.03062
ar_097_كانتقمةالبرجملاذاًآم.wav	كانت قمة البرج ملاذاً آمناً للإله	5.160	0.06792
ar_098_إنالمرضالمعديهوالمرض.wav	إن المرض المعدي هو المرض الذي يسببّه كائن ممرض مثل الفيروسات أو البكتيريا أو الفطريّات أو الطفيليّات الأخرى	7.980	0.05788
ar_099_لميتواجدأحدداخلالشقة.wav	لم يتواجد أحد داخل الشقة	3.540	0.02646
ar_100_تحذيراتالسفرهيمجردمل.wav	تحذيرات السفر هي مجرد ملخصٍ للوضعِ السياسيِّ في بلد ما	6.600	0.04496
ar_101_يتيحاستخدامالإنترنتو.wav	يتيح استخدام الإنترنت والشبكة العنكبوتية العالمية للمتعلمين الوصول إلى المعلومات في أي وقت	6.960	0.03073
ar_102_الجديربالاهتماملميكن.wav	الجدير بالاهتمام لم يكن يعتبر أنه ذو أهمية في الأيام الغابرة ولم يُذكر في أغلب لوائح الملوك	7.920	0.02393
ar_103_تركزكلحلقةمنالبرنامج.wav	تركز كل حلقة من البرنامج على موضوع في كتاب معين ثم تستكشفه من خلال عدة قصص	7.620	0.00937
ar_104_صرحتالأمقائلةًلقدكنا.wav	صرحت الأم قائلةً لقد كنا جميعاً ببساطة في حالة صدمة	4.380	0.03212
ar_105_عندوصولالمسئولانفجرت.wav	عند وصول المسئول انفجرت الشقة	4.920	0.02318
ar_106_فيجميعالظروفيجبعليكا.wav	في جميع الظروف يجب عليك الحجز عبر الهاتف مباشرة مع شركة الطيران	6.420	0.04206
ar_107_عادةماتكونهناكرسوملل.wav	عادة ما تكون هناك رسوم للتسجيل في تلك البرامج التعليمية	4.620	0.01229
ar_108_حاولتلوكسمبورغدائمًا.wav	حاولت لوكسمبورغ دائمًا أن تكون دولة حيادية ولكن ألمانيا احتلتها في الحرب العالمية الأولى والثانية	6.960	0.04003
ar_109_ومعذلكفإنتخفيضمستوىا.wav	ومع ذلك فإن تخفيض مستوى التهديد إلى المستوى الخطير لا يعني أن التهديد العام قد زال	7.680	0.02530
ar_110_احتجمايقربمن200شخصفي.wav	احتج ما يقرب من 200 شخص في لندن أمام مكاتب بعض أصحاب حقوق الطبع والنشر الكبار	6.600	0.01506
ar_111_ردتالوزارةعلىدعوةتأج.wav	ردت الوزارة على دعوة تأجيل أبل للتقرير بأنه مؤسف حقاً	5.160	0.16428
ar_112_كماقامترينجبتسويةدعو.wav	كما قامت رينج بتسوية دعوى قضائية مع شركة الأمن المنافسة شركة آي دي تي	6.360	0.01735
ar_113_يتوقّفالتأثيرعلىمعدّ.wav	يتوقّف التأثير على معدّل تكرار محاولة مخّك للوصول إلى الحُلم الصافِ كل ليلة	6.840	0.09264
ar_114_وطالبالمستعمرونالذين.wav	وطالب المستعمرون الذين شاهدوا هذا النشاط بتعزيزات	5.700	0.02528
ar_115_لكلمعبدساحةمفتوحةتؤد.wav	لكل معبد ساحة مفتوحة تؤدي إلى خلوة آمنة يمكن للكهنة فقط أن يدخلوها	6.540	0.01983
ar_116_ففينهايةالأمرالقائده.wav	ففي نهاية الأمر القائد هو المسؤول الأساسي عن نجاح وفشل الفريق	6.120	0.02120
ar_117_منالنادرأنترىعائلاتل.wav	من النادر أن ترى عائلات لديهم أطفال لكن تسمح بعض نُزل الشباب بهم في الغرف الخاصة	7.740	0.03618
ar_118_أكبرقطاعاتالعملهيالخ.wav	أكبر قطاعات العمل هي الخدمات المهنيّة والقطاع الحكومي والماليّة والتجارة والسياحة	5.880	0.04150
ar_119_تعتمدجميعُأجهزةالحاس.wav	تعتمد جميعُ أجهزة الحاسوبِ المستخدمة اليوم افتراضياً على معالجة المعلومات المشفرة في شكل أرقامٍ ثُنائية	7.920	0.03441
ar_120_أُلحقبالأسطولالسابعل.wav	أُلحق بالأسطول السابع للبحرية الأمريكية ومقره في ساسيبو ناجازاكي في اليابان	7.200	0.04579
ar_121_يوجدالعديدمنالكتبوال.wav	يوجد العديد من الكتب والمجلات التي تتناول البقاء على قيد الحياة في البرية بينما المطبوعات التي تتناول مناطق الحرب قليلة	7.800	0.02208
ar_122_أكدهاميلتونأنمستشفىج.wav	أكد هاميلتون أن مستشفى جامعة هوارد استقبل المريض في حالة مستقرة	6.120	0.03450
ar_123_معنفسالمنطقةالزمنيةم.wav	مع نفس المنطقة الزمنية مثل هاواي يُنظر أحياناً إلى الجزر علي أنها هاواي أسفل	7.500	0.06704
ar_124_قدلايوافقنيالبعضالرأ.wav	قد لا يوافقني البعض الرأي ولكني لست مهتماً بذلك	5.760	0.12276
ar_125_يُمكناعتبارالذرةواحد.wav	يُمكن اعتبار الذرة واحدة من وحدات البناء الأساسية لكل المواد	6.240	0.01609
ar_126_تتميّزمعظمُالحشراتِب.wav	تتميّز معظمُ الحشراتِ بقُدرتها على ثَني أجنحتِها للخلفِ بطولِ الجسدِ	6.540	0.07490
ar_127_أولاًيجبأنتطفئمفتاحا.wav	أولاً يجب أن تطفئ مفتاح المصباح أو تفصل الكابل	6.060	0.03681
ar_128_يقعجونسونفيالموقعالث.wav	يقع جونسون في الموقع الثاني برصيد 2243 بفارق سبع نقاطٍ	7.920	0.09847
ar_129_وُضعأبوالهولكخلفيّةو.wav	وُضع أبو الهول كخلفيّة وراوٍ لقصّة طويلة	4.800	0.15536
ar_130_قدمتمجموعةدراسةالعرا.wav	قدمت مجموعة دراسة العراق تقريرها في الساعة ١٢:٠٠ بتوقيت جرينتش اليوم	5.820	0.02806
ar_131_تماستبعادبيكيهجونيور.wav	تم استبعاد بيكيه جونيور بعد سباق جائزة المجر الكبرى في 2009	6.060	0.01819
ar_132_تلقىبوتروالعلاجفيكتف.wav	تلقى بوترو العلاج في كتفه في هذه المرحلة لكنه تمكن من العودة إلى المباراة	6.900	0.01386
ar_133_معذلكهناكعدةطرقمختلف.wav	مع ذلك هناك عدة طرق مختلفة حول العالم لشرب القهوة والتي تستحق التجريب	7.860	0.03003
ar_134_وأفادمسؤولونأنهكانمن.wav	وأفاد مسؤولون أنه كان من المقرر إقامة احتفال رسمي بالذكرى السنوية في وقتٍ لاحق	6.720	0.01872
ar_135_وهذايمنحهممجموعةأكبر.wav	وهذا يمنحهم مجموعة أكبر من الأماكن الصغيرة للاختباء من الحيوانات المفترسة	6.360	0.03890
ar_136_يجبعليكاختيارشركةالخ.wav	يجب عليك اختيار شركة الخطوط الجوية المنتظمة الخاصة بعناية	5.940	0.02855
ar_137_اقترحبيتمانأنالأحوال.wav	اقترح بيتمان أن الأحوال لن تتحسن حتى وقتٍ ما في الأسبوع القادم	6.120	0.03238
ar_138_قالتالبحريةالأمريكية.wav	قالت البحرية الأمريكية أيضًا أنها تُحَقق في الحادثِ	6.240	0.05693
ar_139_أصدرأكثرمن1000طابعلل.wav	أصدر أكثر من 1,000 طابع للسويد و28 دولة أخرى	5.880	0.03974
ar_140_وضعالهجومتوتراًضخماً.wav	وضع الهجوم توتراً ضخماً علي العلاقات بين الهند وباكستان	4.680	0.17317
ar_141_كمااُتهمسابقًابخرقحق.wav	كما اُتهم سابقًا بخرق حقوق الملكية ولكن لم يُدن	5.820	0.03843
ar_142_قالتلاتوجدمعلوماتاست.wav	قالت لا توجد معلومات استخبارية تشير إلى هجوم وشيك	4.800	0.02031
ar_143_رأىروبرتهوكوهوعالمُأ.wav	رأى روبرت هوك وهو عالمُ أحياء من إنجلترا مربعاتٍ صغيرةٍ في الفلين باستخدام المجهر	7.440	0.03694
ar_144_قامتالمراقبةالأرضيةا.wav	قامت المراقبة الأرضية الروسية بتنشيط النفّثات وتم استعادة الوضع الطبيعي للمحطة	6.420	0.08592
ar_145_عولجعلىالفورمنقبلالط.wav	عولج على الفور من قبل الطاقم الطبي على الطريق ونُقل إلى مستشفى محلي حيث توفي لاحقاً	7.740	0.05018
ar_146_يعتبرالسيخإيمانهمديا.wav	يعتبر السيخ إيمانهم ديانة منفصلة عن الهندوسية على الرغم من أنهم يعترفون بالجذور والتقاليد الهندوسية	6.840	0.05542
ar_147_منذالانتقالإلىالعاصم.wav	منذ الانتقال إلى العاصمة الكتالونية لعب فيدال 49 مباراة للنادي	6.600	0.02542
ar_148_يسمحلناظهورالتقنياتا.wav	يسمح لنا ظهور التقنيات الجديدة برؤية واستكشاف تركيبات وعمليات الدماغ بشكل لم نعهده من قبل	7.860	0.02078
ar_149_إذاكانمجردالتقاطصورة.wav	إذا كان مجرد التقاط صورة لشيء ما غير مسموح به فلا يجب حتى التفكير في تسجيل فيديو عنه	7.080	0.02735
ar_150_تمفتحتحقيقمنأجلالتقص.wav	تم فتح تحقيق من أجل التقصي	3.600	0.04383
ar_151_منالمقررأنيعودكلمنال.wav	من المقرر أن يعود كل من الجولف والرجبي إلى الألعاب الأولمبية	5.760	0.03072
ar_152_أنهتماروشيدورفيالصدا.wav	أنهت ماروشيدور في الصدارة بفارق ست نقاط عن نوسا صاحبة المركز الثاني	6.000	0.02767
ar_153_تحطمتفيوقتسابقهذاالأ.wav	تحطمت في وقت سابق هذا الأسبوع طوافة للشرطة فقُتل 3 أشخاص وجُرح 3 آخرين	6.120	0.16017
ar_154_معمرورالزمنالعديدمنا.wav	مع مرور الزمن العديد من الكلمات التي أُخِذَت من اللغة الألمانية قد اندمجت كانت هذه بداية حركة التنوير	7.680	0.01605
ar_155_عادةماتكونهناكرسوملل.wav	عادة ما تكون هناك رسوم للتسجيل في تلك البرامج التعليمية	4.260	0.03409
ar_156_هذاالمصطلحمشتقمنالمع.wav	هذا المصطلح مشتق من المعرفة القديمة ببق الفراش وهي حشرات تكيفت بشكل كبير على التطفل على البشر	7.380	0.03629
ar_157_يُفضلأنيقضيالزوّارمح.wav	يُفضل أن يقضي الزوّار محدودو الوقت وقتَهم في مكان آخر	5.040	0.03615
ar_158_قديكونمنالأفضلاستخدا.wav	قد يكون من الأفضل استخدام وكيل يقوم في كثيرٍ من الأحيان بحجز رحلاتٍ مشابهةٍ لرحلاتك	5.940	0.02669
ar_159_يتبعالمتابعونطريقةمع.wav	يتبع المتابعون طريقة معينة في الحياة أو ممارسات الهدف منها هو تعزيز تلك التجارب	7.800	0.03249
ar_160_غوماهيمدينةسياحيةفيج.wav	غوما هي مدينة سياحية في جمهورية الكونغو الديمقراطية تقع في أقصى الشرق بالقرب من رواندا	6.480	0.17072
ar_161_يوفرمنهجمابعدالتمدنا.wav	يوفر منهج ما بعد التمدن التعليمي التحرر من المطلقات فليس هناك طريقة واحدة جيدة للتعلم	7.860	0.03950
ar_162_الخليةهيالوحدةالأساس.wav	الخلية هي الوحدة الأساسية لجميع الكائنات الحية وجميع الكائنات الحية تتكون من خلية واحدة أو أكثر	7.980	0.02864
ar_163_تمكنتمجموعةمنالجماهي.wav	تمكنت مجموعة من الجماهير من إجبار الملك والملكة على فتح نوافذ سيارتهم على مصراعيها	5.880	0.17347
ar_164_أُنشئتطرقالعرباتفيإن.wav	أُنشئت طرق العربات في إنجلترا في وقت يرجع إلى القرن السادس عشر	4.920	0.01616
ar_165_تركياالأوروبيةتراقيا.wav	تركيا الأوروبية تراقيا الشرقية أو روميليا في شبه جزيرة البلقان فتضم 3% من البلاد	7.980	0.07601
ar_166_لمنتلقأيأخبارعنتأخرح.wav	لم نتلق أي أخبار عن تأخر حركة المرور المؤدية لطريق المدينة البديل	6.240	0.01746
ar_167_معأنحالتهالفيزيائيةق.wav	مع أن حالته الفيزيائية قد تتغير فإن حالته الكيميائية تبقي كما هي	4.920	0.03107
ar_168_علىعكسالرئيسياتالأخر.wav	على عكس الرئيسيات الأخرى لم يَعد البشرُ يستخدمون أيديهم في الحركة أو تحمل الوزن أو التأرجح عبر الأشجار	7.200	0.15715
ar_169_تركيامحاطةبالبحارمنث.wav	تركيا محاطة بالبحار من ثلاث جهات: بحر إيجه من الغرب ، والبحر الأسود من الشمال والبحر الأبيض المتوسط من الجنوب	7.800	0.03228
ar_170_خلالعامواحدقديصيبالش.wav	خلال عام واحد قد يصيب الشخص المُصاب ما بين 10 إلى 15 من المختلطين القرباء	6.660	0.08180
ar_171_يسعىالمؤمنإلىالحصولع.wav	يسعى المؤمن إلى الحصول على تجربة مباشرة، أو حدس، أو رؤية للحقيقة الإلهية/المعبود أو المعبودين	7.980	0.02837
